ubp_id,symbol,atomic_number_identity,channel,value_exact,unit,condition,uncertainty,source,status
ELEM_Sm_062,Sm,62,atomic_mass,3759/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Sm_062,Sm,62,boiling_point,2067,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sm_062,Sm,62,melting_point,1345,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sm_062,Sm,62,atomic_number,62,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Sm_062,Sm,62,density,188/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Eu_063,Eu,63,atomic_mass,3799/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Eu_063,Eu,63,boiling_point,1802,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Eu_063,Eu,63,melting_point,1099,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Eu_063,Eu,63,atomic_number,63,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Eu_063,Eu,63,density,5243/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Gd_064,Gd,64,atomic_mass,629/4,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Gd_064,Gd,64,boiling_point,3546,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Gd_064,Gd,64,melting_point,1585,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Gd_064,Gd,64,atomic_number,64,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Gd_064,Gd,64,density,1579/200,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Tb_065,Tb,65,atomic_mass,15893/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Tb_065,Tb,65,boiling_point,3503,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tb_065,Tb,65,melting_point,1629,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tb_065,Tb,65,atomic_number,65,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Tb_065,Tb,65,density,8229/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Dy_066,Dy,66,atomic_mass,325/2,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Dy_066,Dy,66,boiling_point,2840,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Dy_066,Dy,66,melting_point,1680,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Dy_066,Dy,66,atomic_number,66,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Dy_066,Dy,66,density,171/20,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ho_067,Ho,67,atomic_mass,16493/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ho_067,Ho,67,boiling_point,2993,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ho_067,Ho,67,melting_point,1734,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ho_067,Ho,67,atomic_number,67,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ho_067,Ho,67,density,1759/200,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Er_068,Er,68,atomic_mass,8363/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Er_068,Er,68,boiling_point,3141,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Er_068,Er,68,melting_point,1802,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Er_068,Er,68,atomic_number,68,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Er_068,Er,68,density,4533/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Tm_069,Tm,69,atomic_mass,16893/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Tm_069,Tm,69,boiling_point,2223,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tm_069,Tm,69,melting_point,1818,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tm_069,Tm,69,atomic_number,69,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Tm_069,Tm,69,density,9321/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Yb_070,Yb,70,atomic_mass,3461/20,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Yb_070,Yb,70,boiling_point,1469,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Yb_070,Yb,70,melting_point,1097,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Yb_070,Yb,70,atomic_number,70,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Yb_070,Yb,70,density,1393/200,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Lu_071,Lu,71,atomic_mass,17497/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Lu_071,Lu,71,boiling_point,3675,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Lu_071,Lu,71,melting_point,1925,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Lu_071,Lu,71,atomic_number,71,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Lu_071,Lu,71,density,246/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Hf_072,Hf,72,atomic_mass,17849/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Hf_072,Hf,72,boiling_point,4876,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Hf_072,Hf,72,melting_point,2506,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Hf_072,Hf,72,atomic_number,72,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Hf_072,Hf,72,density,1331/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ta_073,Ta,73,atomic_mass,3619/20,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ta_073,Ta,73,boiling_point,5731,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ta_073,Ta,73,melting_point,3290,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ta_073,Ta,73,atomic_number,73,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ta_073,Ta,73,density,8327/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_W_074,W,74,atomic_mass,4596/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_W_074,W,74,boiling_point,5828,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_W_074,W,74,melting_point,3695,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_W_074,W,74,atomic_number,74,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_W_074,W,74,density,77/4,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Re_075,Re,75,atomic_mass,18621/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Re_075,Re,75,boiling_point,5869,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Re_075,Re,75,melting_point,3459,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Re_075,Re,75,atomic_number,75,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Re_075,Re,75,density,1051/50,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Os_076,Os,76,atomic_mass,19023/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Os_076,Os,76,boiling_point,5285,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Os_076,Os,76,melting_point,3306,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Os_076,Os,76,atomic_number,76,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Os_076,Os,76,density,22587/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ir_077,Ir,77,atomic_mass,9611/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ir_077,Ir,77,boiling_point,4701,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ir_077,Ir,77,melting_point,2719,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ir_077,Ir,77,atomic_number,77,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ir_077,Ir,77,density,11281/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pt_078,Pt,78,atomic_mass,4877/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pt_078,Pt,78,boiling_point,4098,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pt_078,Pt,78,melting_point,10207/5,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pt_078,Pt,78,atomic_number,78,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pt_078,Pt,78,density,1073/50,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Au_079,Au,79,atomic_mass,19697/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Au_079,Au,79,boiling_point,3129,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Au_079,Au,79,melting_point,133733/100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Au_079,Au,79,atomic_number,79,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Au_079,Au,79,density,9641/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Hg_080,Hg,80,atomic_mass,20059/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Hg_080,Hg,80,boiling_point,15747/25,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Hg_080,Hg,80,melting_point,5858/25,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Hg_080,Hg,80,atomic_number,80,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Hg_080,Hg,80,density,16917/1250,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Tl_081,Tl,81,atomic_mass,10219/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Tl_081,Tl,81,boiling_point,1746,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tl_081,Tl,81,melting_point,577,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Tl_081,Tl,81,atomic_number,81,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Tl_081,Tl,81,density,237/20,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pb_082,Pb,82,atomic_mass,1036/5,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pb_082,Pb,82,boiling_point,2022,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pb_082,Pb,82,melting_point,60061/100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pb_082,Pb,82,atomic_number,82,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pb_082,Pb,82,density,5671/500,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Bi_083,Bi,83,atomic_mass,10449/50,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Bi_083,Bi,83,boiling_point,1837,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Bi_083,Bi,83,melting_point,10891/20,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Bi_083,Bi,83,atomic_number,83,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Bi_083,Bi,83,density,9807/1000,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Po_084,Po,84,atomic_mass,209,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Po_084,Po,84,boiling_point,1235,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Po_084,Po,84,melting_point,527,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Po_084,Po,84,atomic_number,84,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Po_084,Po,84,density,233/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_At_085,At,85,atomic_mass,210,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_At_085,At,85,boiling_point,610,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_At_085,At,85,melting_point,575,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_At_085,At,85,atomic_number,85,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_At_085,At,85,density,127/20,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Rn_086,Rn,86,atomic_mass,222,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Rn_086,Rn,86,boiling_point,2113/10,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rn_086,Rn,86,melting_point,202,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rn_086,Rn,86,atomic_number,86,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Rn_086,Rn,86,density,973/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Fr_087,Fr,87,atomic_mass,223,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Fr_087,Fr,87,boiling_point,950,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Fr_087,Fr,87,melting_point,300,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Fr_087,Fr,87,atomic_number,87,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Fr_087,Fr,87,density,187/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ra_088,Ra,88,atomic_mass,226,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ra_088,Ra,88,boiling_point,2010,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ra_088,Ra,88,melting_point,973,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ra_088,Ra,88,atomic_number,88,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ra_088,Ra,88,density,11/2,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ac_089,Ac,89,atomic_mass,227,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ac_089,Ac,89,boiling_point,3471,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ac_089,Ac,89,melting_point,1323,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ac_089,Ac,89,atomic_number,89,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ac_089,Ac,89,density,1007/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Th_090,Th,90,atomic_mass,5801/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Th_090,Th,90,boiling_point,5061,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Th_090,Th,90,melting_point,2115,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Th_090,Th,90,atomic_number,90,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Th_090,Th,90,density,293/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pa_091,Pa,91,atomic_mass,5776/25,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pa_091,Pa,91,boiling_point,4300,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pa_091,Pa,91,melting_point,1841,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pa_091,Pa,91,atomic_number,91,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pa_091,Pa,91,density,1537/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_U_092,U,92,atomic_mass,23803/100,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_U_092,U,92,boiling_point,4404,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
